高さ調整自由自在で、寝心地をサポートするエアクッション枕「FITPILLOW」,4,50,27648,100000,,https://camp-fire.jp/projects/view/491675?list=search_result_projects_popular_page1
まるで洗車マシンのような電動歯ブラシ！30秒で6面を一度に歯磨き【Newly】,3,50,14736,100000,,https://camp-fire.jp/projects/view/491923?list=search_result_projects_popular_page1
全国各地から有名熱波師集結！！？？今までにないアウフグースフェス開催！！,116,20,1316437,2000000,"【熱波師を職業に】
日本では熱波師という職業があることをまだまだ認知されていません。
熱波師の知名度を向上し、適正な収入を得られるように、全国に熱波師が増えてサウナ業界を盛り上げられるように、サウナを愛する人で支援をしませんか？
全国から有名熱波師を集め、アウフグースフェスを開催します！",https://camp-fire.jp/projects/view/460930?list=search_result_projects_popular_page1
〜世界最小のクマ〜ボルネオ島のマレーグマを守りたい！,78,50,665500,1000000,BSBCCは行き場を失ったマレーグマを保護し、自然に近い環境でリハビリさせた後、野生に帰す活動を行っています。現在44頭のマレーグマを保護しており、コロナ禍で臨時休業中でも動物たちは世話を必要とします。マレーグマの保全のため、皆様のご支援をお願いいたします。,https://camp-fire.jp/projects/view/486641?list=search_result_projects_popular_page1
人気店カレースパイスや絶品スイーツを『無料で貰って社会貢献』となるEC始めます,14,20,81000,1000000,"ユーザーの皆様（メンバー）と障がい者の方が就労訓練をする就労継続支援施設、
スポンサーを繋げ、障がい者の方の一般就労や収入アップを実現するECサイト
「gooddeeds」。メンバーが無料で商品を貰いそれを発信することで支援の輪
を広げ、SDGsで求められる『働きがいも経済成長も』を達成します",https://camp-fire.jp/projects/view/491517?list=search_result_projects_popular_page1
阿波ボトル第２弾は徳島県産食材を使用したクラフトビールの開発,27,20,172100,1200000,コロナウイルスの感染拡大で営業自粛や時短営業の要請を受ける中、飲食店１２店舗が徳島県産食材を使用した食品の開発を目的とし、昨年合同会社を立ち上げました。昨年は「ご飯のお友」を６種類開発し、現在は９種類の商品を販売しております。今回は徳島県産食材を使用した「クラフトビール」を３種類開発します。,https://camp-fire.jp/projects/view/462455?list=search_result_projects_popular_page1
滋賀発、おウチでカンタン美味しい本格台湾料理！新しい食べ方の提案！,102,16,784600,300000,「いつでも」「簡単に」本格台湾料理を味わってほしい。コロナでマンネリ化した今だからこそ。気軽に食べれること目指して台湾料理の新しい食べ方を提案します！滋賀から日本を元気にしたい。バーガーで食べやすく、ご飯でガッツリ、お酒と一緒に、新発見の美味しさをあなたに。珍しい食べ合わせが意外に合う！？,https://camp-fire.jp/projects/view/423848?list=search_result_projects_popular_page1
おうちdeパエリア♪  バルご自慢のパエリアをキットでおウチにお届けしたい！,8,39,54900,300000,"お店自慢のパエーリャを具材もまとめて冷凍ミールキットにしてご自宅にお届け！
フライパンとお米を用意して25分で絶品パエリアの出来上がり♪
クリスマスはじめホームパーティーの主役にもgoodです！",https://camp-fire.jp/projects/view/489202?list=search_result_projects_popular_page1
小林未奈渾身のアルバム『明晰シンパシー』をデジタルリリースしたい,87,39,1458003,700000,コロナ真っ只中に上京したシンガーソングライター小林未奈。活動基盤もままならないまま戦い続けた１年間、それでも歌い続けた１年間。この最も苦しかった１年間でさえ後から振り返れば軌跡になっていると信じて「今」を切り取り、集大成としてアルバム制作をすることにしました。2021/12/19リリース予定,https://camp-fire.jp/projects/view/409159?list=search_result_projects_popular_page1
オリジナルフルカラーコミック「ニコ＆ゲラー～おかしなふたり～」制作プロジェクト！,26,11,195000,200000,"本格派ハイテンションスーパーヒーローオリジナルフルカラーハートフルコメディコミック
「ニコ＆ゲラー～おかしなふたり～」の書籍化プロジェクトです!
                                              
YO CHECK IT OUT！！ブウウーーーーン！",https://camp-fire.jp/projects/view/496005?list=search_result_projects_popular_page1
関西のクラフトビールメーカーを守りたい！飲んで応援！,58,12,699080,3000000,コロナで大打撃！クラフトビールを飲んでもらう機会がありません！！関西のクラフトビールメーカーを守りたい。そんな想いから自宅で愉しめるクラフトビール飲み比べセットをご用意しました。関西のクラフトビールメーカー30社が集結。飲んで応援！おうちでビアフェス！！コロナ禍を乗り越えよう！,https://camp-fire.jp/projects/view/439565?list=search_result_projects_popular_page2
【岩手県洋野町】賞味期限1年未満の美味しい「蒸しウニ」を特別提供します！,58,18,594018,250000,とても美味しい「蒸しウニ」の缶詰は賞味期限１年未満だと百貨店や量販店などの店頭に並べられない所もあり、コロナ禍で需要が一時ストップし、約２５００缶が余っています。このままだと加工食品の材料になり、せっかく最高に美味しく食べられる状態にしたこだわりの「蒸しウニ」が浮かばれません。特別価格でご提供します,https://camp-fire.jp/projects/view/469727?list=search_result_projects_popular_page2
自然×人×学生　隠れた地方の魅力を発信,43,20,334000,600000,人が温かく自然豊かな志賀。でも、少し寂しい志賀。学生のパワーで地方創生の力になれたら。どうぞご協力よろしくお願いいたします。,https://camp-fire.jp/projects/view/457670?list=search_result_projects_popular_page2
海の京都 丹後で食に関わる人、自然、風土に学ぶ-食の学校-を作りたい！,47,20,454000,500000,海の京都 丹後で、地域の食資源に学ぶ、食の学校「Food Campus Tango」を開校します！教室は、丹後の海、山、畑などの多様なフィールド。先生は、生産者さんや料理人さん等の食のプロフェッショナルの方々。地域の食資源を活かした商品開発を一から考え、実践するプログラムを提供します！,https://camp-fire.jp/projects/view/477897?list=search_result_projects_popular_page2
充電不要！電池不要！水を加えてラジオが聴ける、ランタンになる、充電できる！,31,6,430140,300000,"水を加えることで発電し、繰り返し使用できる防災・アウトドア用品として、各メディアでも取り上げられている「マグネ充電器」。
これまでご利用いただいた皆様の声を基に、新たにワイドFMに対応したFMラジオ機能を備えたモデルを特別価格にて先行予約販売！
現行モデルの機能をそのままに、さらに役立つ商品に！",https://camp-fire.jp/projects/view/484583?list=search_result_projects_popular_page2
日本全国の素敵を発信‼食べたい♡行きたい♡知りたい♡,25,9,546000,2500000,"”動く家”で届けたい‼
『美味しいものは美味しい形で』美味しい食材を見つけに..食しに..お酒と共にキャンピングカーで全国へ...
日本には、魅力的な食材・場所・風景がいっぱい!!!
日本全国の耳よりなHAPPYな情報を発信します!!
皆さまに届きますように...",https://camp-fire.jp/projects/view/446923?list=search_result_projects_popular_page2
沖縄で実績のあるウコンサプリメントでコロナ禍で暗くなった世の中を明るく照らしたい,22,4,299740,1000000,"「二日酔いに効く」だけと思われがちなウコンサプリ。おなかの中からキレイにすることで疲れや重さがスッキリ解消し、アンチエイジング効果も期待できます！
「酒豪伝説」を機会に地方の中小企業だとなかなか作れない販路を広げ、新型コロナで壊滅状態の沖縄の製造業・外食産業・観光産業に明るい未来を灯したい！",https://camp-fire.jp/projects/view/483921?list=search_result_projects_popular_page2
軍事クーデターによって、一晩で変貌してしまったミャンマーの市民を救いたい！,5,21,65000,6600000,ミャンマー国軍は2021年2月1日、全土に非常事態を宣言し、国家の全権を掌握したと表明しました。 アウン・サン・スー・チー国家顧問率いる政権を転覆したクーデター。平凡に暮らしていた市民の命が想像を絶する形で脅かされています。そのような状況を少しでも良くしようと、「フル・ムーン基金」を立ち上げました。,https://camp-fire.jp/projects/view/443009?list=search_result_projects_popular_page2
大容量でコンパクトな三つ折り財布 rectum3,17,16,290000,100000,見せない　落ちない　かさ張らない　 91mm×69mm　のカードサイズの三つ折り財布。マネークリップタイプで使いやすく。持ち替えなしで紙幣、カード、コインを取り出し可能。,https://camp-fire.jp/projects/view/480165?list=search_result_projects_popular_page2
"""ハンドメイド作品の価値をここから伝えたい""  もっと広がれハンドメイドの輪",12,20,81000,300000,ハンドメイド作品は手仕事で一点一点製作に時間をかけてひとつひとつ心を込めて完成させます。これだけでも、ハンドメイド作品の価値は高いものだと思います。製作時間だけでなく、デザインや構成を考えたりとクリエイティブな時間も必要です。ハンドメイドこそ、価値を求める消費のあり方になるべきです。,https://camp-fire.jp/projects/view/484819?list=search_result_projects_popular_page2
超便利♪電池要らずの最新型ソーラーランプ【Solar Pocket Lamp】　,4,20,22260,700000,"あったら便利♪を詰め込んだ「Good Lighting」が日本上陸！
キャンプ中にふと思う、「こんな機能こんなアイテムがあればいいのにな」をとことん追求しました。
そんな中、キャンプで大活躍できるアイテム【 Solar Pocket Lamp(ソーラーポケットランプ)】を日本で先行販売します！",https://camp-fire.jp/projects/view/466889?list=search_result_projects_popular_page2
支援をお願いします！板橋区のゴルファーに練習環境を！,7,4,94000,2000000,年々減る板橋区のゴルフ練習場。プロの働く場所の確保と一般の方が安くて何時でも練習が出来る環境をと、24時間営業の室内ゴルフ練習場を作りました。6/22の緊急事態宣言解除後のオープンでしたが、再度緊急事態宣言、そして延長に次ぐ延長で経営危機に直面しております。ご支援を願います。,https://camp-fire.jp/projects/view/484956?list=search_result_projects_popular_page2
介護業界を救いたい！２０２５年には３８万人もの介護スタッフが不足します。,6,21,20500,1750000,介護業界の人材不足は何年も前から問題となっており、政府も人材確保に資金を投入しておりますが現時点では改善する傾向は見られません。介護業界にも魅力ややりがいがたくさんあるのに、悪いイメージばかりが表立ってしまい深刻化する一方です。近い将来を見据え、介護業界を活性化させます！,https://camp-fire.jp/projects/view/449316?list=search_result_projects_popular_page2
牛たん餃子！コロナ禍で在庫の2ｔの牛たんを加工食品で、美味しく消費してください。,9,19,46020,300000,緊急事態宣言の延長と拡大。弊社は飲食店の店舗運営をメインに、加工場、配送センターを自社で展開。店舗に卸すために、自社のセントラルキッチンで、大量に仕入れた牛たんを切り落とし等に加工・調理。しかしながら、コロナ禍で牛たん切り落としが「2ｔの在庫」に！！少しでも減るよう加工食品を開発。食べて消費下さい。,https://camp-fire.jp/projects/view/466885?list=search_result_projects_popular_page2
日本初上陸！音がしないマジックバンドで今の生活を一歩快適にしませんか？,94,11,521741,50000,これ1つあれば何かと便利！「TAIDI」とあなたのひらめきで、使い方は無限です。柔らかく、丈夫で強い接着力があり、ベリベリ音がせず、洗って何度も再利用できる不思議なテープはTAIDIだけです♪,https://camp-fire.jp/projects/view/458984?list=search_result_projects_popular_page2
椅子に簡単取り付けで座り心地抜群 ! 持ち運べるFolding Cushion,25,11,266660,100000,着席時の足の間隔、体型たわみを考慮した人間工学的設計で正しい姿勢をデザインします。通気性に優れた3D Air Mesh生地を使用しているので、風通しが良く快適なクッション感をご提供。携帯に便利な一体型折りたたみクッションはバッグのように持ち運びが可能です ! ,https://camp-fire.jp/projects/view/307454?list=search_result_projects_popular_page2
【ずっとぼんやり眺めていたい】北欧発、360°サウンドのLEDランタンスピーカー,4,20,114000,100000,コペンハーゲン発、北欧デザインの極み。存在感がありながらどんなインテリアにも溶け込む佇まいのLEDキャンスピーカー。360°に広がるクリアサウンド。フルレンジスピーカー2基とツイーター&ウーファー内蔵の本格派。親機1台に子機を何台でも接続可能。通信距離20mで手軽にマルチサウンドシステムを作れる！,https://camp-fire.jp/projects/view/473517?list=search_result_projects_popular_page2
子供たちに『無料』で、思う存分『夢中』になってサッカーができる場所を作りたい！,19,20,224000,480000,"子供たちが大好きな『試合』。そして技術面でも、人間面でも、一気に成長するのが『試合』。
そんな『試合』ができる場所を『無料』で子供たちに作ってあげたい!!
その想いから、この場所を『G.F.C Free Football Park』と命名し、今回の挑戦を決意しました!!",https://camp-fire.jp/projects/view/416763?list=search_result_projects_popular_page2
信州の「美味しいモノ」全国に届けっ！,29,4,279000,2500000,"飲食店が初めての「レトルト食品開発」に挑戦！皆さんの力を借りて、信州のこの味を全国へ！
リンターン品には、たくさんのご協力をいただき「信州」の特色あるモノをご用意致しました！
普段は口にできない「限定品」も！",https://camp-fire.jp/projects/view/434965?list=search_result_projects_popular_page2
本場ベルギービールの味をご家庭に!,0,50,0,500000,"本場ベルギー直輸入の味をご家庭に！
弊社で運営している飲食店やイベント用に輸入したビールが、新型ウィルスの影響によりご提供できておりません。
本当に美味しいビールを味わっていただきたいと思い、今回のプロジェクトを企画しました！",https://camp-fire.jp/projects/view/497391?list=search_result_projects_popular_page2
オンライン フリースタイル フットボールアカデミー,2,-,-,-,-,https://camp-fire.jp/projects/view/498644?list=search_result_projects_popular_page3
『ONE HEART』心をひとつに 福岡から【WE LEAGUE】へ。 日本一を,181,終了,3393500,3000000,,https://camp-fire.jp/projects/view/476085?list=search_result_projects_popular_page3
今こそ秋田に元気を！Jクラブ連携の地域活性化プロジェクト今年もやります,28,終了,204000,150000,中央大学小林ゼミとJ２ブラウブリッツ秋田による「スポーツ×地域活性化」プロジェクトを今年も開催します！『元気な街、秋田』を実現すべく、学部の垣根を越え、スポーツによる地域活性化を目指す11人が本気で挑みます！8年目の「福＋（福たす）プロジェクト」は10月2日のホーム戦を中心に様々な企画を実施します,https://camp-fire.jp/projects/view/478832?list=search_result_projects_popular_page3
西南学院大学サッカー部は更なる技術・戦術の向上と子供たちの夢を繋ぐ活動をしたい！,60,終了,398000,1200000,"西南学院大学サッカー部は「catapult」という高機能GPSを購入し、今より技術・戦術のレベルアップを図り、いずれは必ず九州一、全国大会常連チームとなります！
また「catapult」を購入することにより、1％FOOTBALL CLUBという団体と協力し、子どもたちの夢を繋ぐ活動を行います！",https://camp-fire.jp/projects/view/459055?list=search_result_projects_popular_page3
親子料理部 「いただきます」,19,-,-,-,-,https://camp-fire.jp/projects/view/423954?list=search_result_projects_popular_page3
「Okinawa Food かりゆし」 チャンスセンター跡地休業から南知多で再起,43,終了,536000,1500000,愛知県常滑市のチャンスセンターの小屋で開業していた「Okinawa Food かりゆし」。やんどころなき理由で休業に。諦めずに再起を目指していたところご縁をいただき、南知多の新しくできる”めっちゃかっこいい”ドライブインへの出店が決まりました！新しくなる「かりゆし」を応援よろしくお願いいたします。,https://camp-fire.jp/projects/view/459058?list=search_result_projects_popular_page3
【ポップアップストア】　学生にコーヒーの良さを届けたい！,-,-,-,400000,一度、動画を見てください。1日限定でお店を開きたいと考えています。学生にコーヒーにもっと興味を持ってもらいたい、そんな思いでこのプロジェクトを立ち上げました。,https://camp-fire.jp/projects/view/464943?list=search_result_projects_popular_page3
【クラファン限定セット】Buddy FOOD 愛犬のための本物のごはん,111,終了,1035880,1000000,家族である愛犬に1日でも長く幸せに生きて欲しい。そのために、愛犬にも「ほんもののごはん」を。そんな想いから獣医師と協力して最新の栄養基準にもとづき作り上げたのがBuddy FOODです。全て国産、人間食と同じ安全・衛生基準、適切な栄養バランス、添加物の排除など、愛犬のために徹底的にこだわりました。,https://camp-fire.jp/projects/view/422790?list=search_result_projects_popular_page3
Baby foot!! 世界で１つだけの赤ちゃんのリアル足型３Dプリント‼︎　,-,-,-,1050000,写真から実寸大のリアル足型を３Dプリント‼︎写真や動画で見るだけの思い出を残す時代から『見る、触れる、残せる』と触れて感じて思い出す時代へ。子供の成長はあっという間に過ぎてしまうから今しかない小さな時を残しましょう。写真１枚から作れる新しい記録の形です。,https://camp-fire.jp/projects/view/477760?list=search_result_projects_popular_page3
第5波！かなりキツイです！在庫全く減りません！,148,終了,902800,600000,第5波！新型コロナウィルスが猛威を奮い緊急事態宣言が繰り返され、問屋筋への販売も落ち込み加工用原料在庫が減る気配が有りません。何卒皆様のお力添えを賜り在庫減らしにご支援を頂けますようお願い申し上げます。そして美味しいやわらか牛ヒレひとくちステーキを召し上がって頂きたく存じます。,https://camp-fire.jp/projects/view/474404?list=search_result_projects_popular_page3
北海道・札幌・札幌駅『イタリアン CIRCO』営業存続ご支援のお願い,4,終了,70000,1000000,"新型コロナウイルスにより、存続の未来が見えにくい状況が続いております。

新型コロナウイルスに対して、必要な対策の上、時には外食をお得にして頂き、皆様の『日々の疲れ・ストレス』を解消して頂きたいのです。

そんな想いに賛同頂き当店の営業存続を応援して頂ける方は、何卒ご参加頂けますようお願い致します。",https://camp-fire.jp/projects/view/464642?list=search_result_projects_popular_page3
北海道・札幌『PIZZA ＆ Cheese RITORNO』営業存続支援のお願い,-,-,-,1000000,"新型コロナウイルスにより、存続の未来が見えにくい状況が続いております。

新型コロナウイルスに対して、必要な対策の上、時には外食をお得にして頂き、皆様の『日々の疲れ・ストレス』を解消して頂きたいのです。

そんな想いに賛同頂き当店の営業存続を応援して頂ける方は、何卒ご参加頂けますようお願い致します。",https://camp-fire.jp/projects/view/464645?list=search_result_projects_popular_page3
地鶏の炙り焼　製造ミスで受注数の倍の量を製造してしまいました。,50,終了,311980,250000,"徳島県産の地鶏『阿波尾鶏』ムネ肉の炙り焼。
受注数の倍の数量を製造してしまいました。
挙句に本来なら表面を炙り真空調理でローストし味付け無しの依頼を、どうゆう訳か、塩、胡椒で味付けをしてしまいました。これはこれで美味しいのですが、販売先がなかなか見つからず、今回の掲載に至りました。",https://camp-fire.jp/projects/view/469654?list=search_result_projects_popular_page3
東京発の国際合唱コンクール！コロナに負けず、世界中の人々に夢の舞台を届けたい！,275,終了,4172500,3500000,世界中の合唱団が東京に集結する『東京国際合唱コンクール』。昨年は新型コロナの影響で開催を断念し、今年は待望の第3回を迎えます。単に競い合うだけでなく、国・人種・宗教を超え、人と人が温かく繋がる、東京発の国際合唱コンクールです。『平和の祭典』の継続と発展のため、ご支援どうぞ宜しくお願い致します。,https://camp-fire.jp/projects/view/452430?list=search_result_projects_popular_page3
ヒトとロボットが共生するライフスタイルを当たり前の世の中に,115,終了,832500,5000000,"生活の形が多様化する中、”ロボット”は人の仕事の代わりをする存在だけではなく、きっと”心の支え”になれる。 私たちはそんな人のパートナーであるロボットたちと楽しめる “新しい場""を創りたい。 そこに集う人が大切な家族と温かい時間を過ごせる場を2021年夏。TOKYO から発信します。",https://camp-fire.jp/projects/view/464593?list=search_result_projects_popular_page3
名古屋の飲食店を守りたい！目標１００店舗 抗ウイルスコーティング大作戦！,37,終了,543000,3000000,未曽有の危機を迎えている名古屋の繁華街栄・錦の飲食店に、抗菌・抗ウイルスコーティングで貢献したい！感染拡大を防ぎ、賑わいを取り戻したい！今までお世話になったこの街に、恩返しの気持ちで１００店舗への施工を目指します！,https://camp-fire.jp/projects/view/443670?list=search_result_projects_popular_page3
＼国境なき栄養改善／　食育絵本とおやつでカンボジアの子供の未来に健康を届けたい！,76,終了,439500,360000,子どもの栄養不良が深刻なカンボジアで、小学生に、食育絵本と健康的なお菓子を配布します。バランスの取れた給食や栄養教諭による食育など、日本では当たり前のことが、存在しない国もあります。栄養は権利。カンボジアの子どもたちが、健康的に生き、学び、成長する機会を促進するための活動を応援してください。,https://camp-fire.jp/projects/view/434863?list=search_result_projects_popular_page3
コロナで行き場を失った、アイスブリュレクレープを食べて廃棄から救ってほしい！,635,終了,3252280,300000,今話題のアイスブリュレクレープ！多数のイベントに出品予定でしたが、新型コロナウイルスの影響でイベントの中止が相次ぎ、出品予定で生産していたアイスブリュレクレープが大量に残ってしまいました。是非アイスブリュレ クレープを食べて生産者の方へのご支援お願い致します！,https://camp-fire.jp/projects/view/458538?list=search_result_projects_popular_page3
日本初の世界農業遺産の地・奥能登から「食」の未来を拓く郷土料理本を届けます,108,終了,845500,500000,私たちが企画するのは、奥能登の食文化を掘り起こす料理本の制作です。「日本の食」は今さまざまな問題を抱えています。それらの問題を解決する糸口が地方の「郷土料理」にあると私たちは考えています。日本初の世界農業遺産に認定された、奥能登珠洲から日本の食を救う挑戦が幕を開けます。,https://camp-fire.jp/projects/view/447615?list=search_result_projects_popular_page3
ジャズ漫画『PIVOT FOOT』第1巻制作プロジェクト,-,-,-,1500000,ジャズピアニストが描くジャズ長編漫画『ピボット・フット』。この漫画を通して、ジャズの奥深さ、本当のおもしろさをより多くの方に知ってもらいたい！,https://camp-fire.jp/projects/view/413391?list=search_result_projects_popular_page3
果樹園で最も甘いリンゴが成る「盛造の木」のリンゴを届けたい！（数は少ないけど！）,96,終了,485220,200000,樹齢61年。美味しい特別な林檎が成る成熟した「盛造の木」。このリンゴは形はキレイではないかもしれませんが、甘さと酸味のバランスのとれた本当においしいリンゴです。61年もの間、様々な苦難を乗り越え、どんなときも甘くておいしいリンゴを実らせてきた「盛造の木」のリンゴをぜひご賞味ください。,https://camp-fire.jp/projects/view/444052?list=search_result_projects_popular_page4
循環する日常をえらび実践するラボ「élab（えらぼ）」を台東区鳥越につくりたい！,323,終了,3474635,3000000,レストラン、ショップ、ラボの３つの機能で循環型社会の実現を目指す東京の新しい拠点「élab（えらぼ）」をスタートします。共感いただける皆さまとともに立ち上げることをゴールにクラウドファンディングをおこないます。,https://camp-fire.jp/projects/view/450166?list=search_result_projects_popular_page4
1200人の江刺の小学生と『光』の空間を創りたい！,39,終了,149000,500000,【子供たちに江刺を好きになって欲しい‼︎】その気持ちが将来の江刺を作り未来の子供たちへ繋がっていく。このプロジェクトは1200人の小学生と僕達大人が江刺に灯す『希望の光』を協創します。ペットボトルイルミネーション、竹あかり、スカイランタンを使い、2021年最高の思い出を子供たちと一緒に作っていきます,https://camp-fire.jp/projects/view/452170?list=search_result_projects_popular_page4
有機野菜を使って障がい児童へ給食やおやつを届けていきたい,30,終了,387500,3000000,茨城県の放課後等デイサービス常陸大宮支援教室で出す食材(おやつ等)全てに有機野菜を使用して、障がい児童へ無償で提供し続ける事で、食育の観点からも療育していく。,https://camp-fire.jp/projects/view/445950?list=search_result_projects_popular_page4
東急東横線学芸大学駅に多目的エンターテイメントスペースを創る！！,10,終了,151000,5000000,エンターテイメントの元気がない今、表現者たちの活動場所が少なくなっています。『キュービックFood×Drink×Gallery』ではオープン以来約４年、現在までたくさんの表現者をサポートしてきましたが、更なるサポートを目指し多目的エンターテイメントスペースへの店舗改装を計画しました。,https://camp-fire.jp/projects/view/458027?list=search_result_projects_popular_page4
クラブの10周年アニバーサリーシンボルアートを描く！,14,終了,132500,300000,今年7月10日に10周年をむかえる『EN-SOF TOKYO』の新たなシンボルとして、バーカウンターにMITSUYOSHI TOMIKAWAのアートを描く,https://camp-fire.jp/projects/view/443718?list=search_result_projects_popular_page4
スマホアプリで栄養管理できるキッチンスケール  「Foodiet scale」,85,終了,282190,100000,Foodiet scaleは、スマホアプリ連動型のスマートキッチンスケール です。スケールの上に食材を載せるだけで、食材の重量に合わせた栄養価を表示・食事の記録をカンタンに行えます。日々の摂取した栄養価を知ることで、より確かな食事管理が可能です！,https://camp-fire.jp/projects/view/440251?list=search_result_projects_popular_page4
心をこめて、手作りキット,4,終了,32500,10000,国内でわずか数カ所しかないファーストシューズ専門店の存続をかけて！大切なお子さまやお孫さんの成長を応援出来る！初めての第一歩をこのファーストシューズ手作りキットで応援しませんか？コロナ禍の今、ゆっくりお家時間を過ごすのに最適です。,https://camp-fire.jp/projects/view/451985?list=search_result_projects_popular_page4
緊急！賞味期限:2021年9月1日　合鴨ローススモーク・スライス済,112,終了,542580,500000,賞味期限2021年9月1日　合鴨ローススモーク・スライス済、600kg分がキャンセルが入ってしまいました。賞味期限2021年1月1日　合鴨ロースパストラミ・スライス済在庫を少しでも減らして頂きたく何卒よろしくお願い申し上げます！,https://camp-fire.jp/projects/view/448089?list=search_result_projects_popular_page4
ポイントが貯まるSNS型グルメアプリを作りたい！　～外食産業の新たな架け橋に～,-,-,-,100000,今年２月にSNS型グルメサイト「CocoUma！」をリリース。この度、日本最大級のポイント発行会社からお声がけを頂きました。現在はウェブサイト運用中。アプリ化（iOS、Android）できれば、ログインや投稿のたびにポイントが貯まるSNSアプリが可能になります。みなさんのご支援よろしくお願いします！,https://camp-fire.jp/projects/view/378369?list=search_result_projects_popular_page4
全く新しい令和草履！足を育てる草履サンダル【足育サンダル】,8,終了,63000,300000,靴職人30年の職人が手がける令和の履き物。昔の草鞋をイメージし、現代の環境に合わせた全く新しい草履。足育を考えたどり着いた、スポーツシューズ×草履の融合！足先を刺激し、脳を活性化。健康的な身体へサポートします！これを履いてあなたも草履の虜に！,https://camp-fire.jp/projects/view/451901?list=search_result_projects_popular_page4
